SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-1-2010,Single Family Residential,279 Common St,Belmont,MA,02478,730000,5,4.0,Belmont,2384,10256,1947,2774,306,,Sold,,,http://www.redfin.com/MA/Belmont/279-Common-St-02478/home/8433545,MLS PIN,71035020,N,Y,42.3870185,-71.1750689
PAST SALE,,Single Family Residential,247 Common St,Belmont,MA,02478,243000,3,1.5,,1619,10002,1957,,150,,,,,http://www.redfin.com/MA/Belmont/247-Common-St-02478/home/8433563,,,N,Y,42.3879933,-71.1744313
PAST SALE,,Single Family Residential,28 Homer Rd,Belmont,MA,02478,575000,5,4.5,,3706,15634,1941,,155,,,,,http://www.redfin.com/MA/Belmont/28-Homer-Rd-02478/home/8433614,,,N,Y,42.3876668,-71.1755698
PAST SALE,May-20-2009,Single Family Residential,103 Long Avevue,Belmont,MA,02478,885000,5,3.5,Belmont,2877,13000,1928,3151,308,,Sold,,,http://www.redfin.com/MA/Belmont/103-Long-Ave-02478/home/8434423,MLS PIN,70872415,N,Y,42.3873058,-71.1736062
PAST SALE,June-12-2013,Condo/Co-op,64 Creeley Rd #3,Belmont,MA,02478,394000,2,1.0,Belmont,1037,5412,1920,1667,380,146,Sold,,,http://www.redfin.com/MA/Belmont/64-Creeley-Rd-02478/unit-3/home/12410102,MLS PIN,71501731,N,Y,42.385732,-71.1802612
PAST SALE,September-13-2012,Condo/Co-op,660 Belmont St #1,Watertown,MA,02472,375000,3,1.0,Watertown,1231,7405,1920,1939,305,200,Sold,,,http://www.redfin.com/MA/Watertown/660-Belmont-St-02472/unit-1/home/21638077,MLS PIN,71393552,N,Y,42.3800641,-71.1796748
PAST SALE,,Condo/Co-op,708 Belmont St,Watertown,MA,02472,451000,2,1.0,,1248,,1920,,361,,,,,http://www.redfin.com/MA/Watertown/708-Belmont-St-02472/home/11704468,,,N,Y,42.380056,-71.1817219
PAST SALE,May-2-2013,Townhouse,67 Davis Rd #1,Belmont,MA,02478,562000,3,3.5,Belmont,1752,,2010,1708,321,,Sold,,,http://www.redfin.com/MA/Belmont/67-Davis-Rd-02478/unit-1/home/40417540,MLS PIN,71486484,N,Y,42.3877337,-71.1826021
PAST SALE,December-28-2009,Condo/Co-op,40 Vincent Ave #40,Belmont,MA,02478,465000,4,2.0,Belmont,2468,,1910,2929,188,120,Sold,,,http://www.redfin.com/MA/Belmont/40-Vincent-Ave-02478/unit-40/home/113229757,MLS PIN,70993435,N,Y,42.381106,-71.1818128
PAST SALE,September-25-2015,Single Family Residential,271 Common St,Belmont,MA,02478,810000,2,2.0,Belmont,1684,11347,1945,832,481,,Sold,,,http://www.redfin.com/MA/Belmont/271-Common-St-02478/home/8433550,MLS PIN,71892554,N,Y,42.3872489,-71.1748823
PAST SALE,,Townhouse,8 Jonathan St,Belmont,MA,02478,654000,3,3.5,,2373,,2004,,276,,,,,http://www.redfin.com/MA/Belmont/8-Jonathan-St-02478/home/8459282,,,N,Y,42.3814501,-71.1850075
PAST SALE,January-22-2016,Condo/Co-op,125 Trapelo Rd #20,Belmont,MA,02478,255000,1,1.0,Belmont,517,,1963,713,493,269,Sold,,,http://www.redfin.com/MA/Belmont/125-Trapelo-Rd-02478/unit-20/home/8459753,MLS PIN,71925319,N,Y,42.3812959,-71.1757369
PAST SALE,June-6-2008,Condo/Co-op,8 Payson Rd #0,Belmont,MA,02478,364000,3,1.0,Belmont,1312,8058,1947,3499,277,150,Sold,,,http://www.redfin.com/MA/Belmont/8-Payson-Rd-02478/unit-0/home/12469960,MLS PIN,70565516,N,Y,42.3823943,-71.1745602
PAST SALE,December-23-2013,Multi-Family (2-4 Unit),16-18 Irving St,Belmont,MA,02478,689000,5,3.0,Belmont,3000,4351,1935,1473,230,,Sold,,,http://www.redfin.com/MA/Belmont/18-Irving-St-02478/home/8442847,MLS PIN,71600421,N,Y,42.3877721,-71.1835591
PAST SALE,,Multi-Family (2-4 Unit),14 Harriet Ave,Belmont,MA,02478,190000,3,2.0,,1928,6225,1920,,99,,,,,http://www.redfin.com/MA/Belmont/14-Harriet-Ave-02478/home/8429878,,,N,Y,42.3819963,-71.1803018
PAST SALE,October-30-2009,Single Family Residential,137 Gilbert Rd,Belmont,MA,02478,482000,3,1.0,Belmont,1736,4974,1928,2988,278,,Sold,,,http://www.redfin.com/MA/Belmont/137-Gilbert-Rd-02478/home/8433145,MLS PIN,70961691,N,Y,42.3867168,-71.1782925
PAST SALE,,Condo/Co-op,112 Beech St,Belmont,MA,02478,260000,2,1.0,,1245,,1956,,209,,,,,http://www.redfin.com/MA/Belmont/112-Beech-St-02478/home/8459870,,,N,Y,42.385454,-71.185032
PAST SALE,May-26-2011,Multi-Family (2-4 Unit),213-215 White St,Belmont,MA,02478,625190,6,2.5,Belmont,3630,10002,1907,2415,172,,Sold,,,http://www.redfin.com/MA/Belmont/213-215-White-St-02478/home/8432247,MLS PIN,71202368,N,Y,42.381832,-71.187757
